https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT,tradecount
1614124800000,2021-02-24 00:00:00,LINK/USDT,25.95730000,29.33700000,24.50500000,28.08510000,11441037.71000000,315453616.87972900,376184
1614038400000,2021-02-23 00:00:00,LINK/USDT,31.44820000,31.68220000,20.80880000,25.92490000,24333706.63000000,624277459.57245400,712504
1613952000000,2021-02-22 00:00:00,LINK/USDT,34.09160000,34.21850000,25.23120000,31.45420000,13342706.36000000,405234941.61420300,463162
1613865600000,2021-02-21 00:00:00,LINK/USDT,33.92930000,35.29180000,33.27120000,34.09150000,5179283.24000000,177022601.01385600,217375
1613779200000,2021-02-20 00:00:00,LINK/USDT,34.68460000,36.93070000,32.00000000,33.93870000,10078348.90000000,353378014.18360700,417552
1613692800000,2021-02-19 00:00:00,LINK/USDT,32.47270000,35.50720000,31.37990000,34.68460000,8412150.64000000,283085390.98445500,324792
1613606400000,2021-02-18 00:00:00,LINK/USDT,32.22560000,33.59610000,31.77850000,32.48010000,5452990.60000000,177806526.83006900,204466
1613520000000,2021-02-17 00:00:00,LINK/USDT,31.96300000,32.67050000,30.00000000,32.23240000,5680522.18000000,179236500.48203200,223007
1613433600000,2021-02-16 00:00:00,LINK/USDT,32.58530000,33.42690000,30.78400000,31.96320000,7062989.71000000,226739707.79531300,272831
1613347200000,2021-02-15 00:00:00,LINK/USDT,33.15550000,34.92520000,27.50000000,32.58990000,10844636.76000000,347155987.36253700,398798
1613260800000,2021-02-14 00:00:00,LINK/USDT,34.19690000,35.69450000,32.30880000,33.15650000,9440094.38000000,320608675.07232100,454802
1613174400000,2021-02-13 00:00:00,LINK/USDT,30.64040000,34.75730000,29.07000000,34.19410000,11028490.78000000,346597837.15199500,381837
1613088000000,2021-02-12 00:00:00,LINK/USDT,27.86450000,31.44850000,26.67460000,30.62650000,9762295.77000000,284415827.01537100,330401
1613001600000,2021-02-11 00:00:00,LINK/USDT,26.80000000,28.57050000,26.21720000,27.84750000,6660619.10000000,184194154.34339600,249276
1612915200000,2021-02-10 00:00:00,LINK/USDT,27.61500000,28.64120000,25.12270000,26.81210000,11721097.14000000,318520820.93600800,462126
1612828800000,2021-02-09 00:00:00,LINK/USDT,25.40700000,28.00000000,25.00000000,27.60340000,9472870.32000000,246830741.98450600,317483
1612742400000,2021-02-08 00:00:00,LINK/USDT,24.73350000,25.98000000,23.95870000,25.41150000,7026903.54000000,176555192.56375800,241358
1612656000000,2021-02-07 00:00:00,LINK/USDT,25.03360000,25.28360000,22.81000000,24.72540000,6514277.30000000,158090713.43822000,206368
1612569600000,2021-02-06 00:00:00,LINK/USDT,26.30230000,26.80000000,24.20810000,25.02310000,7063684.91000000,179162080.81319000,242166
1612483200000,2021-02-05 00:00:00,LINK/USDT,24.48410000,27.00000000,24.40810000,26.30340000,10000326.58000000,261420127.99198300,383719
1612396800000,2021-02-04 00:00:00,LINK/USDT,25.08140000,26.15000000,22.61740000,24.49200000,8646387.10000000,211454409.79976600,349215
1612310400000,2021-02-03 00:00:00,LINK/USDT,23.65780000,25.56740000,23.53180000,25.08700000,8466371.72000000,208371471.10237100,315541
1612224000000,2021-02-02 00:00:00,LINK/USDT,22.87520000,24.16930000,22.73540000,23.65820000,6484871.27000000,150785695.69718300,210321
1612137600000,2021-02-01 00:00:00,LINK/USDT,22.56430000,23.20000000,21.65260000,22.87570000,6446970.41000000,143840563.07742300,200881
1612051200000,2021-01-31 00:00:00,LINK/USDT,23.64910000,24.67800000,22.06030000,22.56130000,7645210.89000000,176522664.39606500,239012
1611964800000,2021-01-30 00:00:00,LINK/USDT,22.74800000,23.98000000,22.15340000,23.63990000,7393324.48000000,170151883.01320500,227049
1611878400000,2021-01-29 00:00:00,LINK/USDT,22.98690000,24.24000000,22.04500000,22.74800000,11638550.99000000,268974918.79782900,435827
1611792000000,2021-01-28 00:00:00,LINK/USDT,20.95860000,24.47160000,20.50100000,23.01450000,11205369.43000000,261037335.33498600,434229
1611705600000,2021-01-27 00:00:00,LINK/USDT,23.09140000,23.22950000,20.27670000,20.95860000,10837677.20000000,231685950.63772800,277207
1611619200000,2021-01-26 00:00:00,LINK/USDT,23.34180000,23.97610000,21.65000000,23.09810000,8984444.57000000,204806722.40052400,256820
1611532800000,2021-01-25 00:00:00,LINK/USDT,24.79120000,25.78240000,22.60000000,23.34180000,12581468.33000000,306912765.13420300,575742
1611446400000,2021-01-24 00:00:00,LINK/USDT,24.81680000,24.95300000,23.16120000,24.79350000,11910682.71000000,288463125.64963700,485162
1611360000000,2021-01-23 00:00:00,LINK/USDT,21.54670000,25.50000000,21.14000000,24.80460000,19024881.67000000,454839786.10718000,684722
1611273600000,2021-01-22 00:00:00,LINK/USDT,18.41090000,22.49970000,17.12690000,21.55190000,17060778.10000000,345510917.56439300,489197
1611187200000,2021-01-21 00:00:00,LINK/USDT,21.84210000,22.03070000,18.06110000,18.41190000,14637366.25000000,292463988.98610900,481579
1611100800000,2021-01-20 00:00:00,LINK/USDT,20.54370000,21.97880000,19.06450000,21.84820000,12454231.89000000,253774113.55380000,369111
1611014400000,2021-01-19 00:00:00,LINK/USDT,22.03250000,22.85640000,20.37740000,20.55570000,10968890.70000000,237722946.07018500,345669
1610928000000,2021-01-18 00:00:00,LINK/USDT,23.26760000,23.68620000,21.06000000,22.03360000,13781943.03000000,305185395.25320300,501610
1610841600000,2021-01-17 00:00:00,LINK/USDT,20.10030000,23.76700000,19.37290000,23.28190000,21794612.18000000,467638469.64466600,601493
1610755200000,2021-01-16 00:00:00,LINK/USDT,20.74050000,22.96000000,19.62800000,20.10540000,27884173.39000000,604888546.57999200,889194
1610668800000,2021-01-15 00:00:00,LINK/USDT,17.98880000,21.45330000,17.53550000,20.73750000,38649175.60000000,747230065.68814600,890714
1610582400000,2021-01-14 00:00:00,LINK/USDT,15.93960000,17.99000000,15.33000000,17.98040000,13484717.13000000,222251134.87938200,349919
1610496000000,2021-01-13 00:00:00,LINK/USDT,13.96090000,16.23560000,13.37010000,15.93560000,11467831.41000000,171574472.36562800,305067
1610409600000,2021-01-12 00:00:00,LINK/USDT,14.63120000,15.47600000,13.67010000,13.96550000,11921544.49000000,173492877.43317000,323142
1610323200000,2021-01-11 00:00:00,LINK/USDT,16.19980000,16.25960000,12.50000000,14.63930000,21926235.45000000,311217081.88443100,504600
1610236800000,2021-01-10 00:00:00,LINK/USDT,17.55010000,18.43860000,15.44180000,16.20600000,16496553.31000000,280816795.25212100,383162
1610150400000,2021-01-09 00:00:00,LINK/USDT,15.23950000,17.88880000,15.00290000,17.55010000,12818964.22000000,209291870.63759600,315905
1610064000000,2021-01-08 00:00:00,LINK/USDT,15.96590000,16.19170000,14.12000000,15.23810000,14986392.75000000,229670019.32155900,378121
1609977600000,2021-01-07 00:00:00,LINK/USDT,17.23420000,17.41000000,15.06570000,15.96280000,16881688.42000000,277758064.87221500,417804
1609891200000,2021-01-06 00:00:00,LINK/USDT,14.51410000,17.29970000,14.14270000,17.23220000,21381167.21000000,340015154.89959200,541437
1609804800000,2021-01-05 00:00:00,LINK/USDT,13.59620000,14.89000000,13.09280000,14.51620000,14842337.83000000,209370877.25431400,376097
1609718400000,2021-01-04 00:00:00,LINK/USDT,13.68150000,15.64400000,12.37130000,13.59350000,23288863.81000000,322955066.71522000,566412
1609632000000,2021-01-03 00:00:00,LINK/USDT,12.22060000,13.99990000,11.83550000,13.68140000,15938080.42000000,205217865.59283300,356717
1609545600000,2021-01-02 00:00:00,LINK/USDT,11.84530000,12.41880000,11.43030000,12.22150000,9618221.31000000,114491937.94887500,217017
1609459200000,2021-01-01 00:00:00,LINK/USDT,11.23640000,12.46000000,11.06380000,11.84770000,8296826.17000000,98568840.49803000,212525
1609372800000,2020-12-31 00:00:00,LINK/USDT,11.24370000,11.75300000,10.90390000,11.23640000,6640134.19000000,75185499.51076200,155078
1609286400000,2020-12-30 00:00:00,LINK/USDT,11.77860000,11.99000000,11.06710000,11.24350000,7720859.08000000,88452080.08080700,228642
1609200000000,2020-12-29 00:00:00,LINK/USDT,12.60800000,13.03510000,10.81610000,11.77860000,12895731.37000000,151908257.48538700,261235
1609113600000,2020-12-28 00:00:00,LINK/USDT,12.15420000,12.97810000,11.97100000,12.60810000,11288955.85000000,140502595.13623000,260587
1609027200000,2020-12-27 00:00:00,LINK/USDT,10.98400000,13.24480000,10.47630000,12.15410000,18965140.77000000,227207994.12588800,382543
1608940800000,2020-12-26 00:00:00,LINK/USDT,11.56400000,11.81510000,10.62380000,10.98090000,9097514.52000000,101097430.67648400,207158
1608854400000,2020-12-25 00:00:00,LINK/USDT,11.57050000,11.92340000,11.06010000,11.55430000,7386434.11000000,84858112.10213700,163438
1608768000000,2020-12-24 00:00:00,LINK/USDT,10.97300000,11.68770000,9.85640000,11.57240000,14771438.40000000,157801028.12701700,305775
1608681600000,2020-12-23 00:00:00,LINK/USDT,12.78110000,12.86340000,8.05000000,10.97360000,15255910.26000000,169896907.85962100,317869
1608595200000,2020-12-22 00:00:00,LINK/USDT,12.30280000,12.84000000,11.81170000,12.78420000,6175240.24000000,76401009.34254300,148768
1608508800000,2020-12-21 00:00:00,LINK/USDT,13.06030000,13.27000000,12.13540000,12.30490000,5719339.88000000,72463318.72061100,140050
1608422400000,2020-12-20 00:00:00,LINK/USDT,13.47480000,13.80000000,12.67520000,13.06040000,5227497.02000000,69925342.05033400,153079
1608336000000,2020-12-19 00:00:00,LINK/USDT,13.50000000,13.96970000,13.29810000,13.47470000,4606603.33000000,63085787.18318100,123674
1608249600000,2020-12-18 00:00:00,LINK/USDT,13.44400000,14.02350000,13.17250000,13.50010000,5520717.04000000,74887035.61808300,134412
1608163200000,2020-12-17 00:00:00,LINK/USDT,13.48400000,14.50380000,13.05750000,13.44400000,11585591.26000000,159771314.81635300,266952
1608076800000,2020-12-16 00:00:00,LINK/USDT,12.67860000,13.50000000,12.31190000,13.48520000,6700261.80000000,86754874.40068500,163636
1607990400000,2020-12-15 00:00:00,LINK/USDT,12.85130000,13.02200000,12.46590000,12.68180000,3202210.62000000,40697243.40996100,91373
1607904000000,2020-12-14 00:00:00,LINK/USDT,12.93890000,12.98000000,12.32380000,12.85020000,4529267.12000000,57479569.41885400,107630
1607817600000,2020-12-13 00:00:00,LINK/USDT,12.22800000,13.26970000,12.02100000,12.93920000,6036848.97000000,76518629.71278200,135421
1607731200000,2020-12-12 00:00:00,LINK/USDT,11.63930000,12.35290000,11.60100000,12.22590000,4394492.22000000,53042649.04889600,95041
1607644800000,2020-12-11 00:00:00,LINK/USDT,11.91720000,11.98990000,11.43000000,11.63350000,5013258.55000000,58518128.08184800,103039
1607558400000,2020-12-10 00:00:00,LINK/USDT,12.62000000,12.67300000,11.85490000,11.91720000,3569558.42000000,43505463.20080200,97978
1607472000000,2020-12-09 00:00:00,LINK/USDT,12.12800000,12.82900000,11.57260000,12.62120000,6780799.24000000,82265185.57912400,157909
1607385600000,2020-12-08 00:00:00,LINK/USDT,13.07370000,13.19290000,12.00000000,12.13560000,5176177.45000000,65179633.51003900,120589
1607299200000,2020-12-07 00:00:00,LINK/USDT,13.50900000,13.55360000,12.86710000,13.07040000,3224398.04000000,42456988.21455600,103790
1607212800000,2020-12-06 00:00:00,LINK/USDT,13.17430000,13.52820000,12.76710000,13.50570000,3871281.59000000,51066277.91977500,83201
1607126400000,2020-12-05 00:00:00,LINK/USDT,12.68000000,13.34780000,12.52650000,13.17480000,3447469.25000000,45139625.04362100,80724
1607040000000,2020-12-04 00:00:00,LINK/USDT,13.97490000,14.03320000,12.51010000,12.68000000,5795163.01000000,77278887.90082400,137754
1606953600000,2020-12-03 00:00:00,LINK/USDT,13.97850000,14.22000000,13.64460000,13.97490000,4275317.88000000,59535321.27754400,99188
1606867200000,2020-12-02 00:00:00,LINK/USDT,13.35440000,14.14820000,13.05000000,13.97990000,6173228.08000000,84254383.60619500,150383
1606780800000,2020-12-01 00:00:00,LINK/USDT,14.26260000,14.83280000,13.04560000,13.34610000,11186350.89000000,156494544.10253800,261150
1606694400000,2020-11-30 00:00:00,LINK/USDT,13.38550000,14.43700000,13.38550000,14.26770000,10302701.22000000,144279297.49766600,225033
1606608000000,2020-11-29 00:00:00,LINK/USDT,13.08480000,13.47650000,12.84080000,13.38000000,6551088.54000000,86105236.95789500,130452
1606521600000,2020-11-28 00:00:00,LINK/USDT,12.50380000,13.43000000,12.34890000,13.08530000,7286264.48000000,94277169.77705900,147521
1606435200000,2020-11-27 00:00:00,LINK/USDT,12.60360000,12.95300000,11.94540000,12.49890000,9129104.44000000,113207146.16630800,231521
1606348800000,2020-11-26 00:00:00,LINK/USDT,14.21800000,14.47430000,11.29390000,12.60300000,24596535.81000000,307279277.32767200,524048
1606262400000,2020-11-25 00:00:00,LINK/USDT,15.66370000,15.86000000,13.79000000,14.20160000,9521564.10000000,143152160.42582300,227277
1606176000000,2020-11-24 00:00:00,LINK/USDT,15.26480000,16.39000000,14.94300000,15.67030000,15636471.17000000,244854909.96831300,354432
1606089600000,2020-11-23 00:00:00,LINK/USDT,14.50980000,15.42500000,14.25200000,15.27460000,12472333.45000000,185908896.43416800,255890
1606003200000,2020-11-22 00:00:00,LINK/USDT,15.44080000,15.71790000,13.84020000,14.50980000,14244002.32000000,209484344.07246600,294258
1605916800000,2020-11-21 00:00:00,LINK/USDT,14.09130000,15.50000000,13.68760000,15.45110000,14003272.57000000,205026976.63118200,313376
1605830400000,2020-11-20 00:00:00,LINK/USDT,13.61170000,14.47700000,13.46180000,14.09330000,11203096.77000000,157339512.78105500,242602
1605744000000,2020-11-19 00:00:00,LINK/USDT,13.56020000,14.00000000,13.01110000,13.61870000,9805683.27000000,132702779.57665900,215465
1605657600000,2020-11-18 00:00:00,LINK/USDT,13.39430000,14.26690000,12.58500000,13.55980000,18517527.67000000,250471400.73422200,461464
1605571200000,2020-11-17 00:00:00,LINK/USDT,12.62040000,13.42280000,12.54140000,13.39440000,11150763.55000000,144053287.43435100,258659
1605484800000,2020-11-16 00:00:00,LINK/USDT,12.11990000,12.81320000,11.99710000,12.62230000,5982803.38000000,74513586.46646000,133067
1605398400000,2020-11-15 00:00:00,LINK/USDT,12.55700000,12.64840000,11.81560000,12.11920000,5716347.24000000,70272602.84377200,126501
1605312000000,2020-11-14 00:00:00,LINK/USDT,12.86790000,12.93350000,12.30000000,12.55740000,5010394.11000000,62985384.74830100,125436
1605225600000,2020-11-13 00:00:00,LINK/USDT,12.40380000,13.00000000,12.30790000,12.86870000,7892649.62000000,100542935.44233000,182820
1605139200000,2020-11-12 00:00:00,LINK/USDT,12.75300000,13.09560000,12.27000000,12.40380000,8920340.53000000,112513610.95495800,200405
1605052800000,2020-11-11 00:00:00,LINK/USDT,13.00170000,13.42930000,12.75000000,12.75300000,9416548.92000000,123406439.35439800,221834
1604966400000,2020-11-10 00:00:00,LINK/USDT,12.51820000,13.27800000,12.31560000,13.00170000,12355950.65000000,159010073.80009100,279337
1604880000000,2020-11-09 00:00:00,LINK/USDT,12.70830000,13.00260000,12.04000000,12.51070000,12660359.23000000,158185417.45300700,308772
1604793600000,2020-11-08 00:00:00,LINK/USDT,11.76680000,13.10000000,11.47700000,12.71000000,12949524.47000000,160307018.58404300,286739
1604707200000,2020-11-07 00:00:00,LINK/USDT,12.16860000,13.59560000,11.31230000,11.76380000,24928180.96000000,313997464.19674000,607177
1604620800000,2020-11-06 00:00:00,LINK/USDT,10.98220000,12.28130000,10.92860000,12.16870000,10971288.73000000,127324266.42400500,284317
1604534400000,2020-11-05 00:00:00,LINK/USDT,10.47300000,11.27490000,10.07640000,10.97940000,10634722.28000000,113944704.16399600,218722
1604448000000,2020-11-04 00:00:00,LINK/USDT,10.39820000,10.67500000,9.75000000,10.47130000,8587173.03000000,87960780.13898000,165320
1604361600000,2020-11-03 00:00:00,LINK/USDT,10.78140000,10.78140000,9.94540000,10.39110000,9964299.86000000,103361987.76138000,214826
1604275200000,2020-11-02 00:00:00,LINK/USDT,11.56810000,11.68500000,10.70490000,10.78140000,6924910.69000000,77195587.41489400,142389
1604188800000,2020-11-01 00:00:00,LINK/USDT,11.22590000,11.58850000,11.01810000,11.57220000,3872679.99000000,43600203.22140600,78092
1604102400000,2020-10-31 00:00:00,LINK/USDT,11.09470000,11.39810000,10.90530000,11.22770000,4971547.22000000,55628362.47746800,90903
1604016000000,2020-10-30 00:00:00,LINK/USDT,11.27430000,11.48110000,10.72000000,11.09000000,7960249.95000000,87953508.45267800,132809
1603929600000,2020-10-29 00:00:00,LINK/USDT,11.44480000,11.81000000,11.08160000,11.27720000,8541785.18000000,97764888.03438000,131340
1603843200000,2020-10-28 00:00:00,LINK/USDT,11.92100000,12.16000000,11.15000000,11.44030000,8020300.25000000,92907204.40454300,147249
1603756800000,2020-10-27 00:00:00,LINK/USDT,11.70860000,12.47740000,11.49000000,11.92240000,7621232.43000000,91572821.51615900,135528
1603670400000,2020-10-26 00:00:00,LINK/USDT,12.14800000,12.44720000,11.25940000,11.70960000,8858167.82000000,105064062.24303200,154501
1603584000000,2020-10-25 00:00:00,LINK/USDT,12.70020000,12.85740000,11.90800000,12.14810000,7000941.96000000,86556404.59052400,117555
1603497600000,2020-10-24 00:00:00,LINK/USDT,12.15920000,12.95000000,11.98390000,12.70010000,7538193.48000000,94696449.50991000,144641
1603411200000,2020-10-23 00:00:00,LINK/USDT,11.95510000,12.26400000,11.57840000,12.15860000,8789968.21000000,105284717.75753100,162789
1603324800000,2020-10-22 00:00:00,LINK/USDT,10.78050000,12.41730000,10.71420000,11.95390000,10308176.43000000,120347363.47167300,194706
1603238400000,2020-10-21 00:00:00,LINK/USDT,9.85890000,11.13720000,9.78640000,10.78630000,8276637.42000000,87959927.25448500,155615
1603152000000,2020-10-20 00:00:00,LINK/USDT,10.91160000,10.93490000,9.76650000,9.85890000,7095706.59000000,73348543.71807400,130656
1603065600000,2020-10-19 00:00:00,LINK/USDT,10.94350000,11.22260000,10.65100000,10.91470000,4474849.31000000,48718810.82524900,79808
1602979200000,2020-10-18 00:00:00,LINK/USDT,10.62540000,11.00000000,10.60000000,10.94090000,3679623.94000000,39786628.52001400,52844
1602892800000,2020-10-17 00:00:00,LINK/USDT,10.58670000,10.71490000,10.40820000,10.62670000,3322174.05000000,35094088.72581000,52155
1602806400000,2020-10-16 00:00:00,LINK/USDT,10.74720000,10.89350000,10.26940000,10.58770000,6662666.86000000,70509800.96815900,93266
1602720000000,2020-10-15 00:00:00,LINK/USDT,10.88960000,10.93170000,10.45500000,10.74830000,6983355.76000000,74710678.91305300,96857
1602633600000,2020-10-14 00:00:00,LINK/USDT,11.00160000,11.35360000,10.62010000,10.88960000,7758446.61000000,85355115.38780200,131330
1602547200000,2020-10-13 00:00:00,LINK/USDT,11.42590000,11.58330000,10.52210000,11.00160000,9695225.65000000,108341426.89818900,156562
1602460800000,2020-10-12 00:00:00,LINK/USDT,10.85150000,11.80280000,10.68070000,11.42590000,11882241.47000000,133822859.02091800,195369
1602374400000,2020-10-11 00:00:00,LINK/USDT,10.51680000,11.02580000,10.15000000,10.85150000,8174876.86000000,86822525.34877600,138841
1602288000000,2020-10-10 00:00:00,LINK/USDT,10.39230000,10.92000000,10.37000000,10.51980000,9504046.97000000,100981242.65024700,152430
1602201600000,2020-10-09 00:00:00,LINK/USDT,9.55190000,10.52540000,9.37010000,10.39590000,11276147.45000000,112848361.62231600,180881
1602115200000,2020-10-08 00:00:00,LINK/USDT,8.98010000,9.69090000,8.40160000,9.55940000,10913109.33000000,98953033.69222600,164405
1602028800000,2020-10-07 00:00:00,LINK/USDT,8.76900000,9.01000000,8.38170000,8.97990000,7543306.98000000,66050966.57588300,119071
1601942400000,2020-10-06 00:00:00,LINK/USDT,9.61340000,9.65800000,8.56300000,8.76890000,7424722.62000000,67725437.73261000,128804
1601856000000,2020-10-05 00:00:00,LINK/USDT,9.39060000,9.72000000,9.26290000,9.61760000,6217366.67000000,59002318.70490400,93838
1601769600000,2020-10-04 00:00:00,LINK/USDT,9.26860000,9.46600000,9.11410000,9.39220000,4665626.69000000,43259192.53149100,69820
1601683200000,2020-10-03 00:00:00,LINK/USDT,9.21320000,9.55550000,9.10400000,9.26900000,4805191.52000000,44596863.20979500,77557
1601596800000,2020-10-02 00:00:00,LINK/USDT,9.63940000,9.84490000,8.79750000,9.21670000,11180624.68000000,102858124.31011400,162208
1601510400000,2020-10-01 00:00:00,LINK/USDT,9.87270000,10.41190000,9.24570000,9.63940000,9704023.92000000,95847497.43363200,151457
1601424000000,2020-09-30 00:00:00,LINK/USDT,10.13560000,10.23140000,9.57680000,9.86940000,6665669.78000000,65702358.50823300,111050
1601337600000,2020-09-29 00:00:00,LINK/USDT,10.28090000,10.38820000,9.45020000,10.13500000,13378180.79000000,133367813.41104800,186336
1601251200000,2020-09-28 00:00:00,LINK/USDT,10.80000000,11.07000000,10.15000000,10.28300000,8731492.42000000,92852705.71962800,152891
1601164800000,2020-09-27 00:00:00,LINK/USDT,10.30790000,10.99100000,9.91220000,10.79390000,10053108.71000000,105032767.02305700,165743
1601078400000,2020-09-26 00:00:00,LINK/USDT,10.72180000,11.10000000,9.97570000,10.31690000,12020281.92000000,125904478.04672600,206809
1600992000000,2020-09-25 00:00:00,LINK/USDT,9.87010000,11.19900000,9.37710000,10.72790000,20220142.07000000,206454816.90600800,329310
1600905600000,2020-09-24 00:00:00,LINK/USDT,7.64040000,10.53000000,7.47610000,9.87000000,26948146.31000000,244576010.03121400,377228
1600819200000,2020-09-23 00:00:00,LINK/USDT,8.74400000,8.80160000,7.28690000,7.63640000,18221835.52000000,146302053.27176000,247793
1600732800000,2020-09-22 00:00:00,LINK/USDT,8.71620000,9.08000000,8.54000000,8.74010000,8384112.37000000,74013112.79992500,126208
1600646400000,2020-09-21 00:00:00,LINK/USDT,9.73940000,9.92350000,8.50120000,8.71140000,15761415.85000000,141463825.60359700,242000
1600560000000,2020-09-20 00:00:00,LINK/USDT,10.11920000,10.61990000,9.50000000,9.73570000,7500145.61000000,75754454.12282600,140177
1600473600000,2020-09-19 00:00:00,LINK/USDT,10.09380000,10.49690000,9.87560000,10.12090000,5596803.08000000,57003865.43326000,101321
1600387200000,2020-09-18 00:00:00,LINK/USDT,11.01390000,11.13150000,9.78630000,10.09400000,8890206.07000000,93387663.39067900,161741
1600300800000,2020-09-17 00:00:00,LINK/USDT,10.73670000,11.67590000,10.47200000,11.01390000,10163046.46000000,111006019.31385200,194007
1600214400000,2020-09-16 00:00:00,LINK/USDT,10.93010000,11.30020000,10.47710000,10.73670000,10362445.08000000,112764173.28947700,174348
1600128000000,2020-09-15 00:00:00,LINK/USDT,12.13000000,12.24000000,10.75000000,10.93140000,11413633.63000000,132790893.20361300,192751
1600041600000,2020-09-14 00:00:00,LINK/USDT,12.07570000,12.38630000,11.63490000,12.13740000,8830940.16000000,106057143.09535900,139868
1599955200000,2020-09-13 00:00:00,LINK/USDT,12.71940000,13.23000000,11.76580000,12.06700000,11107099.48000000,138433490.77956400,207648
1599868800000,2020-09-12 00:00:00,LINK/USDT,12.44060000,12.74700000,12.09340000,12.71870000,6270783.45000000,77894547.32463400,101789
1599782400000,2020-09-11 00:00:00,LINK/USDT,12.49480000,12.69600000,12.01900000,12.44060000,7498865.16000000,92935019.61259700,118187
1599696000000,2020-09-10 00:00:00,LINK/USDT,12.34520000,13.28000000,12.18000000,12.49570000,15073295.03000000,192824150.23417800,209596
1599609600000,2020-09-09 00:00:00,LINK/USDT,11.73590000,12.65660000,11.43560000,12.34440000,10649791.43000000,129646130.94053800,164334
1599523200000,2020-09-08 00:00:00,LINK/USDT,12.47440000,12.73620000,11.02840000,11.74600000,14832129.81000000,176444797.96903300,247396
1599436800000,2020-09-07 00:00:00,LINK/USDT,12.80600000,13.17470000,11.17000000,12.47000000,21235045.25000000,258808749.46422200,354557
1599350400000,2020-09-06 00:00:00,LINK/USDT,10.60870000,13.24000000,9.71550000,12.80440000,21900428.59000000,255921102.71509900,361819
